Geneid,Control_1,Control_2,Control_3,Ab42_1,Ab42_2,Ab42_3
FBti0018884,0,0,0,1,1,1
FBti0060223,1,0,0,0,0,0
FBgn0033159,490,490,695,967,717,907
FBgn0034372,0,0,0,0,0,0
FBgn0033365,60,59,36,145,120,72
FBgn0250827,60,0,0,376,125,253
RR48313_transposable_element,1,1,0,2,0,0
FBgn0034546,84,0,0,570,203,416
FBti0063136,6,4,11,4,9,4
FBti0060909,0,0,0,0,0,0
FBti0060096,0,0,3,8,2,4
FBgn0053360,0,0,0,0,0,0
FBgn0050265,1,6,2,0,1,0
FBtr0309748_df_nrg,0,0,0,0,0,0
FBtr0304531_df_nrg,0,0,0,0,0,0
FBti0060592,1,0,0,0,0,0
FBti0062466,0,0,0,0,0,0
FBtr0304447_df_nrg,0,0,0,0,0,0
FBgn0033819,78,2,1,509,219,489
FBgn0286511,3170,2489,2681,2761,3303,2956
FBgn0266577,3,2,3,4,8,7
FBti0061485,15,17,15,19,26,29
FBgn0266856,0,0,0,0,0,0
FBti0059994,0,0,0,0,0,1
FBti0060839,0,0,0,0,0,0
FBgn0267428,170,143,171,74,132,115
FBgn0034829,7,1,1,103,30,89
FBgn0259112,360,255,265,193,332,254
FBti0060363,18,3,7,5,13,14
FBgn0033275,0,1,0,3,3,3
FBgn0010622,1027,1060,1007,847,1272,952
FBgn0033089,703,793,563,438,680,649
FBgn0050090,69,50,60,98,63,76
FBti0063142,0,1,0,0,0,0
FBti0062392,0,1,1,3,1,1
FBgn0265979,30,21,15,13,16,16
FBgn0053397,0,0,0,0,0,0
FBgn0033751,2846,2600,2471,2597,2856,2593
FBgn0034902,2133,1944,1915,1757,2099,2088
FBgn0020930,1563,1452,1210,1622,1762,1655
FBgn0082930,10,6,12,12,4,2
FBgn0262215,1,0,0,0,0,0
FBgn0035019,1,1,1,2,2,6
FBgn0285949,59566,61216,51680,43012,58846,53447
FBti0018998,7,3,6,2,8,5
RR48401_transposable_element,0,0,1,0,0,0
FBgn0085245,269,204,215,221,244,193
FBgn0033734,2039,2163,2027,2063,2286,2215
FBgn0264294,15416,12572,16386,15445,14944,19069
FBti0018984,3,4,9,1,0,0
FBgn0265105,0,0,3,9,4,11
FBti0064011,0,0,0,0,0,0
FBgn0063386,3,5,3,0,2,1
FBgn0050509,0,0,0,0,0,0
FBgn0069056,4,5,4,0,7,6
FBgn0053530,72,0,0,31,10,88
FBgn0011885,0,0,0,0,0,0
FBgn0034744,1643,1608,1448,1484,2034,1507
FBgn0283428,0,1,0,13,3,15
FBgn0263121,35,28,33,29,40,21
FBgn0050029,3,0,0,0,1,0
FBgn0050036,4,0,0,8,5,20
FBgn0028988,725,547,877,1356,901,1153
FBgn0266629,4,4,4,6,15,8
FBgn0034452,874,734,607,720,1092,790
FBgn0053444,0,0,0,0,0,0
FBgn0262172,0,0,0,0,0,0
FBgn0053431,0,0,0,0,0,0
FBgn0266620,1,0,1,0,0,0
FBgn0034327,18,0,0,81,22,73
FBgn0020312,2650,1993,1671,2213,3009,2246
FBgn0033519,657,647,582,554,744,677
FBgn0033274,1085,1229,1424,1348,1284,1508
FBgn0033859,1941,1642,1650,1753,2297,1806
FBti0061773,0,2,0,2,4,1
FBgn0001291,1841,1729,1530,2091,2265,2024
FBgn0022029,3505,2725,2888,2790,3744,2882
FBgn0260770,0,0,0,0,0,0
FBgn0034972,24,15,37,38,57,55
FBgn0050215,0,0,0,0,0,0
FBgn0034730,6,14,19,10,9,17
FBgn0033597,1,2,10,11,11,8
FBti0059793,0,0,0,0,0,0
FBgn0010238,2846,2745,2668,3294,3849,3245
FBgn0263546,1,1,1,0,1,2
FBgn0034876,3757,3446,2884,3173,3907,2969
FBgn0033244,2791,2380,2066,2497,3178,2689
FBgn0028426,1127,1086,1145,955,1364,1064
FBgn0265764,3,0,0,5,4,2
FBgn0250838,6851,6630,6596,5196,6527,6074
FBti0061438,0,0,0,0,0,0
FBti0061114,0,0,0,0,0,0
FBgn0053626,0,0,0,0,0,0
FBgn0033548,1021,1111,1131,752,1026,872
FBti0060150,30,28,44,23,40,60
FBgn0034136,70,80,110,63,69,80
FBgn0034120,1,0,0,10,8,11
FBgn0000078,24596,15952,22037,23463,19075,24289
FBgn0033376,991,808,828,877,1050,945
FBgn0266392,0,0,0,3,0,3
FBgn0033238,20,0,2,111,42,102
FBgn0004638,4508,2818,3635,3016,4749,4026
FBti0060307,0,0,0,0,0,0
FBti0062455,3,4,17,2,9,6
FBti0018905,4,2,3,5,11,7
FBgn0033186,429,420,334,406,580,416
FBgn0033138,733,680,984,730,658,741
FBgn0050349,4104,3918,3732,3596,4108,3276
FBgn0033131,7,15,14,15,13,12
FBgn0011890,0,0,0,0,0,0
FBgn0033379,2739,2464,2716,2451,3103,2315
FBti0019966,0,0,1,0,0,0
FBgn0034517,0,0,0,0,0,0
FBgn0034572,1844,1559,1640,1639,2346,1743
FBgn0004919,293,253,590,696,419,578
FBgn0034195,0,0,0,0,0,0
FBgn0011957,0,0,0,0,4,0
FBgn0034433,1924,1602,1483,1514,2235,1468
FBgn0033508,1,3,1,8,1,2
FBgn0054033,23,0,0,30,13,36
FBti0062336,0,1,0,0,0,0
FBgn0034708,5031,4044,4069,4294,5310,4531
FBti0019901,4,2,2,1,9,1
FBgn0265371,0,0,0,0,0,0
FBgn0265974,2070,1447,1604,1511,2009,1716
FBgn0033209,3369,3009,2696,2398,3722,2491
FBti0019002,10,2,8,0,2,1
FBgn0033289,71,76,145,145,112,154
FBgn0034476,86,45,102,177,120,195
FBgn0034725,336,256,403,399,347,415
FBti0063685,0,0,0,0,0,0
FBgn0262569,4,4,4,6,4,4
FBgn0265374,1,0,0,17,6,21
FBgn0033499,25,1,2,73,19,56
FBgn0033104,624,670,496,511,758,536
FBgn0033550,763,642,623,620,815,618
FBgn0085471,1,0,2,0,1,0
FBgn0034841,44,0,0,190,75,141
FBgn0027572,4191,2730,3998,4373,3287,3961
FBgn0005654,0,0,0,0,0,0
FBgn0034638,4578,3395,3642,6470,6041,7501
FBgn0260429,24,15,18,45,22,31
FBti0064256,0,0,3,0,1,0
FBti0062425,0,0,0,0,3,1
FBgn0033129,121,91,144,261,262,250
FBgn0261673,1459,1065,1296,1421,1088,1489
FBgn0050273,0,0,0,0,0,0
FBgn0033818,114,1,0,805,288,675
FBgn0034655,224,244,258,481,323,413
FBgn0034569,977,863,734,735,1402,851
FBtr0472832_df_nrg,0,0,0,0,0,0
FBgn0033725,54,49,47,98,62,85
FBtr0472707_df_nrg,0,0,0,0,0,0
FBgn0086408,652,530,532,556,433,501
FBti0059727,9,2,3,4,0,2
FBgn0034816,473,336,210,1735,743,1282
FBti0061133,0,2,0,1,0,0
FBti0060530,0,0,0,0,0,0
FBgn0034246,5068,3417,3923,4252,5466,4653
FBgn0002774,2575,1906,2264,2658,2839,2574
FBgn0053453,0,0,0,0,0,0
FBti0019018,5,2,3,0,3,4
FBgn0034299,2118,1886,1630,1521,2580,1532
FBgn0020767,3275,2447,2863,2679,3082,2982
FBgn0050406,0,0,0,0,0,0
FBgn0050389,6389,4684,4595,5511,7114,5465
FBti0060827,0,0,0,1,0,0
FBti0062346,0,0,0,0,0,0
FBti0018968,154,66,321,251,290,374
FBti0062560,0,0,0,0,0,0
FBgn0034825,31,0,0,184,65,144
FBgn0034330,504,268,642,545,535,651
FBti0059992,0,0,0,0,0,0
FBgn0263260,1833,2077,2020,2180,2392,2490
FBgn0033860,92,1,0,732,251,618
FBgn0063498,118,86,114,84,88,118
FBti0061178,4,0,2,1,0,0
FBgn0040730,30,46,56,29,37,37
FBti0061544,0,0,0,0,0,0
FBgn0034025,3395,2433,2534,2144,3156,2132
FBgn0002715,906,936,724,1042,1505,884
FBgn0050380,18,19,20,23,20,19
FBgn0028689,12737,10896,10117,9693,12911,11942
FBti0060568,13,2,9,58,31,56
FBgn0010226,6338,5391,5871,8071,8996,8246
FBgn0034390,248,154,244,180,155,185
FBti0061347,0,0,0,0,0,0
FBgn0086898,1041,695,725,829,948,769
FBti0060941,4,2,6,5,4,7
RR48406_transposable_element,0,0,3,2,1,2
FBti0060969,0,0,0,0,0,0
FBgn0050022,1858,1111,1355,1268,1464,1431
FBti0060948,0,0,1,0,0,0
FBgn0033623,6,9,9,28,25,33
FBgn0259985,1702,1336,1332,888,1798,1140
FBgn0265340,19,12,14,17,21,14
FBti0019893,0,0,0,0,0,0
FBti0060276,0,0,1,1,1,2
FBgn0034502,12,1,2,127,33,91
FBgn0033989,1685,1403,1310,1363,1587,1391
FBgn0034650,1660,1798,1364,1452,2383,1398
FBgn0266391,0,0,0,0,0,0
FBgn0011891,0,0,0,0,0,0
FBgn0034576,3565,3169,3398,2549,3145,3276
FBti0019905,3,1,5,3,9,6
FBti0019041,0,0,0,0,0,0
FBgn0033375,650,501,469,422,443,477
FBti0059645,0,0,0,0,0,0
FBti0061692,0,0,0,0,0,3
FBgn0053137,8,7,5,10,5,11
FBgn0033141,34,0,0,214,73,190
FBgn0286727,0,0,0,0,0,0
FBti0061662,0,0,0,0,0,0
FBti0061806,0,0,0,1,0,2
FBgn0015949,4969,4096,4332,4371,5718,4457
FBgn0085224,1120,1050,1026,751,1188,799
FBgn0034692,8,6,4,9,11,11
FBgn0285917,8991,6048,6057,6792,7936,5908
FBgn0262568,24,0,0,115,49,81
FBgn0035039,1794,1320,1189,1146,1568,1430
FBgn0033450,249,201,196,162,199,182
FBgn0034956,8,12,7,9,14,13
FBgn0011955,1,3,8,6,2,9
FBgn0028622,650,509,611,573,649,716
FBgn0063378,1,2,3,1,1,0
FBgn0034709,1896,1413,1540,1626,1219,1530
FBti0061287,2,0,0,0,0,0
FBgn0034551,0,0,0,2,0,0
FBgn0265876,2,0,0,0,0,2
FBtr0472749_df_nrg,0,0,0,0,0,0
FBti0063265,17,9,11,2,6,14
FBgn0002069,2681,2272,2535,2514,2926,2574
FBgn0263463,16,10,1,0,2,8
FBgn0034047,3,5,6,2,5,5
FBgn0034994,4,1,0,0,6,6
FBgn0053468,37,27,34,10,9,20
FBgn0263660,65,53,68,117,110,70
FBgn0050239,0,0,0,0,1,0
FBgn0033738,3362,2658,2653,3095,3285,2948
FBti0061489,1,0,0,0,0,0
FBgn0005614,3152,3346,4678,4699,3356,5492
FBgn0250850,7776,6784,5177,5558,9129,6267
FBgn0034318,1149,1009,1253,457,288,400
FBti0019940,0,0,0,0,0,0
FBgn0033155,6104,4553,4096,4452,5523,4053
FBgn0053919,9,2,5,3,2,1
FBgn0261501,0,0,0,1,1,1
FBgn0266073,14,17,11,5,10,16
FBgn0083124,1026,666,965,499,549,706
FBgn0011592,1878,1398,1585,1536,1818,1540
FBgn0050184,43,16,23,73,69,85
FBgn0263444,0,0,0,0,0,0
FBgn0265525,9,13,20,10,20,13
FBgn0053365,0,0,0,0,0,0
FBgn0265508,228,62,96,1044,509,1062
FBgn0263586,14,21,16,36,23,31
FBgn0029006,5394,3583,4189,5097,5641,4686
FBgn0033249,59,83,90,100,113,127
FBgn0260401,0,0,0,0,0,0
FBgn0034976,2498,1652,1841,1877,2617,2082
FBgn0264338,4,0,2,6,2,2
FBgn0004907,29617,24339,31803,27065,32816,30903
FBti0061457,0,0,0,0,2,0
FBgn0050284,24,10,10,101,39,104
FBgn0034671,16,0,0,86,28,87
FBgn0034739,25,0,3,255,109,261
FBgn0265870,0,0,0,0,0,0
FBgn0033387,583,315,488,882,645,723
FBgn0050456,1849,1602,1572,1716,1679,1864
FBgn0034408,353,307,420,470,397,454
FBgn0034583,791,808,677,752,852,950
FBgn0026402,1049,985,811,879,1366,882
RR48362_transposable_element,17,6,26,7,9,13
FBgn0287478,2347,1476,1977,2421,2695,2185
FBgn0011877,0,0,0,0,0,0
FBgn0050077,580,476,493,470,587,494
FBti0060945,2,3,3,1,3,0
FBgn0265985,2,1,0,3,2,4
FBti0060366,0,0,0,0,0,0
FBgn0034966,103,50,76,34,68,96
FBgn0265763,0,0,0,2,0,0
FBgn0026326,2587,2180,2020,2149,3027,2131
FBti0063049,0,0,0,0,0,0
FBgn0034858,2600,2695,2144,2214,2661,2325
FBti0061660,6,2,5,10,17,10
FBgn0040734,254,279,396,724,340,453
FBgn0050195,50,12,20,11,35,44
FBgn0033028,7424,5562,6236,5394,8114,6047
FBgn0050443,1268,1189,1013,1094,1513,1165
FBgn0033076,6,2,2,28,8,25
FBti0062612,0,0,0,2,0,0
FBgn0262450,0,0,0,0,0,0
FBgn0042085,5361,4331,3968,4844,6919,4149
FBgn0265590,977,642,782,592,912,764
FBgn0000043,12627,11304,9371,9313,11219,10666
FBgn0020236,19459,14566,31577,26246,24191,27178
FBgn0034162,1369,1439,1714,2650,1575,2389
FBtr0309661_df_nrg,0,0,0,0,0,0
FBgn0033999,6796,3682,6178,4957,3817,5606
FBgn0033644,78,24,71,94,66,68
FBgn0015277,1395,1102,939,1212,1313,1266
FBgn0050446,38,26,43,79,90,70
FBgn0033443,1207,266,269,289,251,501
FBti0018886,0,0,3,0,2,0
FBti0062563,0,0,0,0,0,0
FBti0063138,8,4,7,3,4,3
FBgn0034072,5690,3783,3913,3665,5179,4729
FBgn0050488,115,17,52,212,79,239
FBgn0010425,15501,14843,11819,7995,7266,11186
FBgn0034726,1061,1030,909,801,1421,915
FBgn0035092,1204,884,1651,1877,1702,2130
FBti0059637,0,0,0,0,0,0
FBgn0011896,0,0,0,0,0,0
FBgn0013272,24934,17550,25275,26064,26779,28526
FBgn0053449,0,0,0,0,0,0
FBgn0014469,10790,5168,10418,10962,10748,11870
FBgn0033767,49,29,31,60,54,70
FBgn0263000,1,0,1,3,0,3
FBti0063071,0,0,1,0,0,0
FBgn0011694,1518,0,2,1568,415,2365
FBti0019009,12,5,5,5,15,16
FBgn0033692,1743,1745,1259,1966,2140,1715
FBgn0029084,26,3,3,229,97,215
FBgn0039970,8766,7315,8087,6582,10443,9191
FBgn0040755,3,0,0,38,10,48
FBgn0026619,2040,2041,1885,1823,2250,1898
FBgn0040754,819,639,742,557,885,744
FBti0061055,0,0,0,1,0,0
FBgn0024836,79,86,126,163,118,165
FBgn0264508,10,6,3,10,4,5
FBgn0266646,0,2,1,1,1,0
FBgn0050480,0,0,0,0,0,0
FBgn0033970,192,169,206,283,221,246
FBgn0011938,0,0,0,0,0,0
FBgn0286921,1,1,1,5,3,7
FBgn0033610,112,12,6,740,246,518
FBgn0034501,11011,9190,11375,18967,20461,18604
FBgn0283666,2506,2266,2370,1977,2797,2546
FBgn0050197,3231,2077,3578,2810,2713,3242
FBgn0264959,5768,4040,4151,4429,5809,5080
FBti0064270,0,1,2,2,0,0
FBgn0287621,0,0,0,2,2,1
FBti0063715,2,0,0,0,0,0
FBgn0035082,1327,1275,1119,966,1333,1033
FBgn0033862,175,0,3,758,346,734
FBgn0050392,2000,1859,1601,1718,2423,2149
FBgn0082585,426,390,383,527,526,620
FBgn0034245,3213,2332,2754,2013,2969,2895
FBgn0050220,0,0,0,0,0,0
FBgn0266642,11,3,7,4,0,15
FBgn0053458,2,0,0,0,0,1
FBgn0050333,0,0,0,0,0,0
FBti0063240,13,7,4,13,10,14
FBgn0033951,935,869,740,649,1015,747
FBgn0034103,13,9,14,23,9,12
RR44580_transposable_element,0,0,2,0,0,6
FBgn0011879,0,0,0,0,0,0
FBgn0025573,19,0,0,150,50,115
FBgn0010549,129,142,123,184,250,189
FBgn0053423,0,0,0,0,0,0
FBgn0033557,2038,1579,1664,1421,1689,1405
FBgn0053460,34,32,31,38,29,49
FBgn0034910,1,0,0,1,1,1
FBgn0263197,4346,3492,3697,4537,4796,4329
RR49783_transposable_element,4,0,2,0,1,0
FBgn0033651,1,1,1,2,0,0
FBgn0033680,48,0,0,173,77,168
FBgn0285941,0,0,0,0,0,0
FBgn0050484,7,3,3,26,12,32
FBgn0262566,17,0,0,57,25,53
FBti0062366,0,0,0,0,0,0
FBgn0065102,0,0,0,0,0,0
FBti0063266,0,0,0,0,0,0
FBgn0034659,16,0,0,285,74,216
FBgn0035034,49,0,0,243,94,225
FBgn0003326,28,31,60,68,41,45
FBgn0034903,1958,1106,487,638,490,1162
FBgn0085230,0,0,0,0,0,0
FBgn0259795,1544,0,0,11131,3516,8305
FBti0059730,14,13,20,23,18,27
FBgn0025885,5814,6730,6392,6934,5925,7015
FBgn0014269,1880,1991,1567,1724,2392,1620
FBgn0034974,18,9,25,54,70,48
FBti0019270,0,0,2,0,0,0
FBgn0264958,24,12,10,25,31,29
FBgn0034755,31,38,50,45,43,44
FBgn0085236,17,10,15,17,15,24
FBgn0033491,689,590,520,617,930,641
FBti0059817,3,2,2,1,2,4
FBti0061401,1,0,0,0,0,0
FBgn0262481,128,64,99,149,116,185
FBti0061468,0,0,0,0,0,0
FBgn0265106,8,0,0,45,19,31
FBgn0034477,59,0,0,391,140,305
FBti0063845,0,0,0,0,0,0
FBti0063758,4,4,1,0,7,1
FBti0018943,0,0,0,0,0,0
FBgn0033381,1184,1248,891,849,1213,969
FBtr0309694_df_nrg,0,0,0,0,0,0
FBti0060494,3,1,2,1,4,4
FBgn0033844,6522,5863,6829,6829,7131,6443
FBgn0053443,0,0,0,0,0,0
FBtr0309641_df_nrg,0,0,0,0,0,0
FBgn0050099,22,8,4,60,17,71
FBgn0034052,380,704,406,35,29,281
FBgn0034126,356,319,286,231,277,244
FBgn0003174,771,427,268,322,235,524
FBgn0266346,156,151,219,277,231,254
FBgn0034352,23,1,0,239,99,202
FBgn0033590,0,2,0,7,1,1
FBgn0086712,1760,1626,1484,1388,1597,1689
FBgn0262961,115,0,0,211,87,287
FBgn0034940,672,712,537,561,815,585
FBti0063703,30,20,46,22,35,60
FBti0063823,0,0,0,0,0,0
FBti0018987,22,10,17,8,14,12
FBti0060630,0,0,0,0,0,0
FBgn0033301,539,429,826,1313,1434,1288
FBgn0285950,78900,83422,67599,59203,74570,69948
FBti0061252,0,0,0,0,0,0
FBgn0025716,2402,2381,2012,1941,3043,1981
FBti0061910,0,0,0,0,0,0
FBti0063839,0,0,0,0,0,0
FBtr0472748_df_nrg,0,0,0,0,0,0
FBgn0285962,980,853,880,827,1165,952
FBgn0265640,0,0,4,1,2,0
FBgn0053017,142,4,4,882,330,676
FBti0063100,0,0,3,0,1,1
FBgn0050046,596,506,579,701,959,864
FBgn0035033,2250,1778,1496,1553,2206,1496
FBgn0262103,2259,1476,1829,1902,2151,1949
FBgn0082928,2,5,1,3,4,4
FBgn0034472,281,0,0,1347,462,1077
FBgn0266850,0,1,1,0,0,0
FBgn0085442,6721,4906,5168,6046,7663,6145
FBgn0034411,13,5,4,87,33,88
FBgn0267656,1,0,0,9,2,10
FBgn0034095,41,33,41,57,51,26
FBti0062604,0,0,0,0,0,0
FBgn0262815,0,0,2,6,2,6
FBgn0082932,0,0,0,0,0,0
FBgn0082933,0,0,0,0,0,0
FBgn0011887,0,0,0,1,0,0
FBgn0034401,4313,4012,3579,3941,5049,4203
FBgn0045482,0,0,0,0,0,0
FBgn0266851,1,0,0,0,0,0
FBgn0262574,369,235,372,296,298,425
FBgn0033828,10,0,0,76,33,54
FBgn0050104,1061,636,778,1519,1363,1936
FBgn0017414,659,655,612,535,881,587
FBti0061267,1,0,2,1,0,0
FBgn0034127,49,11,19,396,151,336
FBgn0027507,4795,3556,3849,3646,5608,3822
FBgn0262812,18,0,0,108,34,72
FBti0061218,4,0,6,1,4,3
FBgn0033774,1186,72077,9145,792,2217,5286
FBgn0266853,4,17,19,14,13,14
FBgn0058100,1,0,1,2,1,0
FBti0062588,0,0,0,0,0,0
FBgn0041702,1491,1365,1246,1156,1963,1136
FBgn0000473,7614,2378,14124,12497,7959,10895
FBgn0265185,6289,4368,6523,5433,3273,4649
FBgn0262736,85773,56287,80263,60393,66385,65751
FBgn0263967,37,35,35,28,21,46
FBgn0014865,216,206,410,3338,460,1723
FBgn0265194,4520,2983,3380,4045,3692,4031
FBgn0019643,3233,2735,4085,3321,2444,3059
FBgn0034057,2014,1499,1528,1582,2042,1516
FBti0061839,0,0,1,3,0,2
FBgn0050424,337,248,376,427,369,458
FBti0063053,0,1,1,0,0,0
FBgn0262166,1242,1166,1036,1244,1653,1132
FBgn0086028,15,10,8,7,1,10
FBti0063846,0,0,1,0,0,1
FBgn0033885,14,6,11,45,23,47
FBti0060927,3,0,1,1,3,7
FBgn0035000,1,6,5,8,9,13
FBgn0086677,223,153,433,438,376,427
FBti0019993,0,0,0,1,1,3
FBgn0033901,2113,2089,1669,1579,2530,1735
FBgn0033926,18910,11322,13324,30313,14274,22650
FBgn0260767,0,0,0,0,0,0
FBti0060254,0,0,0,0,0,0
FBgn0085569,0,0,0,0,0,0
FBgn0086908,2731,2444,2040,2149,3021,2214
FBgn0034906,1,0,0,7,2,3
FBti0059690,0,0,0,0,0,0
FBti0063754,2,0,1,0,3,1
FBgn0053400,0,0,0,0,0,0
FBgn0028981,0,0,0,0,0,0
FBgn0286932,0,0,0,0,0,0
FBgn0263522,0,0,0,0,0,0
FBgn0034614,2028,1825,1581,1388,2226,1638
FBgn0033784,1822,1484,1338,1986,2601,1616
FBgn0029508,67,32,42,56,42,47
FBgn0034820,13,0,0,110,37,126
FBgn0062449,1725,1561,1556,1812,2691,1778
FBgn0003074,19017,16381,20533,18162,22297,21609
FBgn0024956,1786,1606,1402,1466,2322,1495
FBgn0053428,0,0,0,0,0,0
FBgn0026602,1879,1687,1580,1692,1741,1787
FBgn0033802,199,76,180,72,137,150
FBgn0021995,4049,3248,3435,2921,3513,3195
FBti0063163,2,2,1,5,2,2
FBgn0034122,96,140,240,174,46,146
FBgn0261456,3236,2700,2461,2563,3551,2642
FBgn0002789,3239,2697,3301,4122,3472,3977
FBgn0034132,763,0,1,5821,1835,4573
FBgn0034863,33,0,0,124,34,114
FBti0064300,0,0,4,1,2,2
FBgn0267861,4852,3983,4631,3320,5337,4774
FBgn0033893,32,0,1,135,43,106
FBgn0263992,0,0,0,0,0,0
FBgn0265626,0,0,0,0,0,0
FBgn0263120,23639,19298,19363,17658,21744,24085
FBti0061637,1,0,1,0,1,2
FBti0062305,1,0,0,0,0,0
FBti0060829,0,0,0,1,1,0
FBgn0043070,6007,4843,5444,5981,6518,5998
FBgn0033124,573,652,789,602,618,512
FBti0019272,0,0,0,0,0,0
FBgn0050254,0,0,0,0,0,0
FBgn0023180,765,695,514,543,853,583
FBgn0053348,16,4,5,19,22,20
FBgn0085244,881,688,982,1308,1262,1536
FBgn0034069,35,25,45,31,34,23
FBgn0041238,0,0,0,1,2,0
FBti0062303,0,0,0,0,0,0
FBgn0064237,1157,781,1302,1680,1649,1826
FBgn0028494,75,41,91,99,124,107
FBgn0033983,265,212,329,579,412,470
FBgn0034083,1908,1421,1649,1906,2340,1973
FBgn0033482,7339,5344,5235,5323,5891,5592
FBti0059868,2,0,0,0,0,0
FBgn0041712,1870,1930,2252,1884,2084,1841
FBgn0015509,14334,11366,10422,11090,16730,11795
FBti0063821,0,0,0,0,0,0
FBgn0267728,72,49,58,89,70,62
FBgn0033599,2,0,0,12,17,19
FBgn0286038,2,3,2,3,2,3
FBti0064012,0,0,0,0,0,0
FBgn0259710,8,19,12,15,5,19
FBti0061801,6,3,6,29,9,9
FBti0059830,0,0,0,0,0,0
FBti0061128,3,5,1,0,1,1
FBgn0050232,0,0,0,0,0,0
FBgn0262513,0,0,0,8,0,12
FBti0018960,0,0,0,0,0,0
FBgn0033428,3259,2891,2718,2379,2839,2714
FBti0018949,0,0,0,0,0,0
FBgn0266621,9,5,6,13,15,6
FBgn0033481,9,4,13,8,4,15
FBgn0033740,1263,1120,888,995,1469,931
FBti0060093,7,1,2,0,3,4
FBti0060851,0,0,0,0,0,0
FBgn0033389,75,65,43,61,66,63
FBti0018911,31,15,20,25,38,22
FBgn0050299,0,0,0,0,0,0
FBgn0050363,0,0,0,0,0,0
FBti0063006,0,0,0,0,1,0
FBgn0034270,548,381,312,545,670,713
FBgn0034204,0,0,0,1,0,0
FBgn0050222,29,0,0,273,79,223
FBti0019977,0,0,0,0,0,0
FBti0059849,0,0,0,0,0,0
FBti0063084,0,0,0,0,0,0
FBgn0034761,1177,1608,1617,1675,1331,1583
FBgn0011883,0,0,1,0,1,1
FBgn0037084,2132,1785,1850,1819,2254,2031
FBgn0260720,27,29,27,18,24,27
RR50204_transposable_element,4,2,7,3,7,2
FBti0061629,0,0,0,2,0,0
FBgn0034792,5225,4704,4128,4860,5504,4771
FBti0059676,0,0,0,0,0,0
FBgn0033742,280,222,418,296,338,478
FBgn0046880,0,0,0,0,0,0
FBti0060939,0,1,0,0,1,0
FBgn0034865,17,5,2,38,22,44
FBgn0033473,2947,2832,2636,2296,3074,2434
FBgn0016726,35388,28271,27332,22362,30307,27911
FBgn0033705,133,0,0,965,312,822
FBti0064123,0,0,0,0,0,0
FBgn0010213,4115,4356,3840,3246,4344,3907
FBgn0002891,1834,1487,1417,1669,2147,1487
FBgn0050374,0,0,0,0,0,0
FBgn0033521,113,40,83,128,132,148
FBti0018869,249,94,226,102,89,102
FBti0062326,0,0,0,0,0,1
FBgn0266627,41,34,25,25,39,36
FBti0061903,0,0,0,0,0,0
FBgn0266088,10,2,7,8,2,15
FBti0062322,0,0,0,0,1,0
FBti0062592,0,0,0,0,0,0
FBti0064007,0,1,0,0,0,0
FBgn0033341,957,902,855,759,930,807
FBti0018891,0,0,0,0,0,0
FBgn0265638,4,3,1,2,2,5
FBgn0034786,3503,2566,2770,2975,3609,3310
FBgn0040660,7881,6477,5964,5481,7495,6735
FBgn0042173,9,6,5,7,3,3
FBti0063098,0,0,1,0,2,2
FBgn0287616,13,15,22,18,20,17
FBgn0033032,1654,1438,1353,1324,1955,1604
FBgn0034538,631,634,610,884,893,1077
FBgn0033953,691,0,0,4451,1404,3322
FBgn0034275,1697,1048,1826,1725,922,1749
FBgn0034663,5513,3723,5781,4822,4495,5476
FBgn0262821,0,0,0,15,6,10
FBti0019275,0,0,0,0,0,0
FBgn0035006,248,123,98,92,57,121
FBti0063819,0,0,0,0,0,0
FBti0061630,0,0,0,0,0,0
FBgn0053798,0,0,0,0,0,1
FBgn0033271,314,119,241,227,269,283
FBgn0286813,12423,9801,9297,9760,13023,9888
FBgn0265346,6,0,2,48,11,75
FBgn0262816,39,81,94,67,42,53
FBgn0025185,1135,1122,932,989,1576,1106
FBti0064296,0,0,0,2,1,2
FBgn0003888,3649,2686,2873,2991,2210,3619
FBgn0053392,0,0,0,0,0,0
FBti0061214,4,3,5,5,2,4
FBti0060660,2,0,1,0,0,0
FBgn0267586,27,5,25,22,21,31
FBgn0053465,2,8,5,9,1,9
FBgn0063376,1,0,0,0,0,0
FBtr0304480_df_nrg,0,0,0,0,0,0
FBgn0010078,61143,60249,55781,40053,55420,52749
FBgn0053143,298,178,423,358,389,442
FBgn0085341,0,0,0,0,3,0
FBtr0445448_df_nrg,0,0,0,0,0,0
FBgn0266807,1,1,3,5,5,6
FBti0060950,0,2,2,1,0,0
FBgn0265877,0,0,0,1,1,0
FBti0060327,0,0,0,0,0,0
FBgn0265841,0,0,0,0,0,0
FBgn0034312,565,443,467,646,491,599
FBgn0050250,0,0,0,0,0,0
FBti0064183,0,0,0,0,0,0
FBti0061651,0,0,0,0,0,0
FBti0063213,0,0,0,0,0,1
FBgn0085475,34,26,42,40,46,38
FBgn0259977,211,113,192,345,210,233
FBgn0262440,0,0,0,0,0,0
FBti0062316,0,0,0,0,0,0
FBti0061108,7,9,8,4,8,4
FBgn0050202,0,0,0,2,0,0
FBgn0033351,2103,2233,1618,1448,2098,1787
FBti0061774,5,1,4,1,6,5
FBti0061212,1,0,1,1,1,3
FBgn0034506,27,6,5,256,84,185
FBgn0033357,3401,2564,2628,2033,2816,2602
FBgn0265980,7,3,0,7,6,6
FBgn0262790,0,0,0,0,0,0
